flightnumber,destination,latitude,longitude,price,date
EJU69UZ ,Austria,40.5414,4.0825,235.49,2025-05-15
,United States,33.8101,-87.4731,94.62,2025-05-15
DAL2611 ,United States,40.9626,-72.6682,160.57,2025-05-15
LOG18FR ,United Kingdom,53.4898,-2.6254,145.05,2025-05-15
LOG16NY ,United Kingdom,57.4037,-2.47,138.62,2025-05-15
N914DK  ,United States,37.9876,-122.6491,75.34,2025-05-15
WUK42LD ,United Kingdom,37.0963,-8.1129,132.89,2025-05-15
BAW742  ,United Kingdom,45.8968,12.4178,235.72,2025-05-15
EJM168  ,United States,49.2358,8.8832,198.92,2025-05-15
RPA4805 ,United States,40.1785,-73.8269,151.61,2025-05-15
ABX3106 ,United States,36.9352,-86.3492,225.08,2025-05-15
EJU31ZL ,Austria,47.2807,7.1734,223.4,2025-05-15
GAC798J ,Austria,44.547,11.2562,56.83,2025-05-15
QTR803  ,Qatar,35.4684,132.4141,225.97,2025-05-15
QTR97R  ,Qatar,49.8552,9.4688,231.03,2025-05-15
EZY42RJ ,United Kingdom,49.8977,2.0472,234.73,2025-05-15
JAL190  ,Japan,35.6039,139.8422,67.92,2025-05-15
QTR97Q  ,Qatar,43.3452,19.6434,217.14,2025-05-15
N50VM   ,United States,39.1491,-84.4651,165.23,2025-05-15
CES729  ,China,33.123,130.3305,253.49,2025-05-15
EJM85   ,United States,46.2256,-66.8104,244.26,2025-05-15
VOZ9242 ,Australia,-33.6633,115.4159,66.08,2025-05-15
NKS2035 ,United States,28.4327,-82.3748,211.04,2025-05-15
RUK7866 ,United Kingdom,45.9233,9.1051,193.31,2025-05-15
EUK935  ,United Kingdom,53.6976,-5.5156,256.26,2025-05-15
QTR65R  ,Qatar,42.9123,28.2647,277.35,2025-05-15
QTR71W  ,Qatar,34.4719,23.5427,200.76,2025-05-15
QTR24P  ,Qatar,46.0187,22.427,226.12,2025-05-15
QTR965  ,Qatar,24.2202,54.8245,254.63,2025-05-15
QTR44P  ,Qatar,35.2843,29.2962,285.47,2025-05-15
OEINK   ,Austria,44.8944,20.6176,256.32,2025-05-15
QTR17X  ,Qatar,35.7818,17.8988,283.46,2025-05-15
QTR036  ,Qatar,39.8764,36.7037,272.62,2025-05-15
QTR8P   ,Qatar,50.7996,13.89,243.83,2025-05-15
AVA088  ,Colombia,-30.1555,-61.1646,221.27,2025-05-15
AUA432D ,Austria,40.2279,5.8777,235.67,2025-05-15
QTR51V  ,Qatar,51.2902,21.694,198.45,2025-05-15
QTR64J  ,Qatar,50.7363,11.459,240.04,2025-05-15
FDX65   ,United States,29.7362,-96.088,216.18,2025-05-15
QTR125  ,Qatar,43.3225,23.2945,228.52,2025-05-15
THA653  ,Thailand,22.0193,120.8732,253.97,2025-05-15
QTR043  ,Qatar,44.619,25.6802,230.03,2025-05-15
QTR88C  ,Qatar,49.7113,10.0449,230.28,2025-05-15
IGO1497 ,India,17.1326,71.8277,241.25,2025-05-15
IGO529D ,India,22.718,87.7732,193.62,2025-05-15
AAL1916 ,United States,39.9454,-75.7434,134.12,2025-05-15
EDV5164 ,United States,37.2467,-77.2159,237.57,2025-05-15
NOZ1LG  ,Norway,42.7922,28.1859,200.76,2025-05-15
FIN07RT ,Spain,54.9721,11.0728,193.44,2025-05-15
IGO6152 ,India,23.7034,85.8233,156.85,2025-05-15
GOPUP   ,United Kingdom,51.2612,-1.0852,61.43,2025-05-15
IGO2135 ,India,30.1256,77.8327,114.59,2025-05-15
DRK152  ,Bhutan,26.0375,89.1888,207.5,2025-05-15
QTR91Y  ,Qatar,43.3119,23.5025,211.4,2025-05-15
QTR8A   ,Qatar,47.8397,-63.9727,239.58,2025-05-15
QTR29A  ,Qatar,35.2297,24.402,284.14,2025-05-15
AXB2792 ,India,13.9811,75.8473,232.97,2025-05-15
N268VA  ,United States,42.7004,-84.4385,46.37,2025-05-15
QTR8960 ,Qatar,27.9372,77.1631,284.85,2025-05-15
QTR8408 ,Qatar,16.6766,72.9317,245.02,2025-05-15
SAS355  ,Sweden,60.1718,11.1055,60.56,2025-05-15
SAS4413 ,Sweden,67.2891,15.7304,231.0,2025-05-15
SAS97F  ,Sweden,49.1384,2.088,132.88,2025-05-15
MXY116  ,United States,31.3224,-82.42,217.68,2025-05-15
PTO8847 ,Germany,53.9241,12.2515,48.83,2025-05-15
AIC2737 ,India,27.3356,79.4763,251.15,2025-05-15
QTR1395 ,Qatar,35.6473,14.9079,214.65,2025-05-15
QTR47H  ,Qatar,44.5229,17.4393,232.96,2025-05-15
QTR2A   ,Qatar,47.0832,18.4995,229.33,2025-05-15
QTR33U  ,Qatar,37.0034,19.7773,230.62,2025-05-15
AAL3139 ,United States,37.2504,-79.2243,238.35,2025-05-15
SDG169  ,India,17.1643,73.8813,189.62,2025-05-15
EFD6H   ,Germany,51.5057,12.3232,180.65,2025-05-15
DTA651  ,Angola,34.2213,-7.8422,258.86,2025-05-15
UAL951  ,United States,51.7086,-1.0634,261.86,2025-05-15
LLM132  ,Russian Federation,64.6688,57.662,238.85,2025-05-15
IGO6931 ,India,14.8109,74.3482,238.01,2025-05-15
AXB2728 ,India,21.42,87.8518,209.56,2025-05-15
IGO6553 ,India,19.6434,73.381,230.13,2025-05-15
AAL45   ,United States,49.1622,-0.529,264.84,2025-05-15
QTR68Y  ,Qatar,47.0738,23.0543,234.77,2025-05-15
QTR66L  ,Qatar,44.5777,20.2873,229.43,2025-05-15
,United States,37.7823,-93.3471,56.83,2025-05-15
AIC2819 ,India,15.6911,78.4318,236.9,2025-05-15
DAL1201 ,United States,32.2968,-82.0326,201.76,2025-05-15
NKS2090 ,United States,31.2991,-81.4091,211.67,2025-05-15
JBU1197 ,United States,39.1493,-74.2751,230.68,2025-05-15
,India,13.1955,73.9066,232.01,2025-05-15
QTR149  ,Qatar,44.3445,9.5004,248.17,2025-05-15
AAL2380 ,United States,36.1266,-91.0457,205.6,2025-05-15
IGO6264 ,India,20.3674,72.9295,236.33,2025-05-15
IGO76K  ,India,16.1398,72.8553,231.43,2025-05-15
AIC2933 ,India,27.4963,76.2954,214.92,2025-05-15
PPOGX   ,Brazil,-23.5947,-46.676,65.93,2025-05-15
SWE13U  ,Sweden,62.5835,17.7909,138.39,2025-05-15
SWE53L  ,Sweden,62.7558,17.0456,189.31,2025-05-15
FFT2826 ,United States,34.5298,-84.3241,260.74,2025-05-15
THA320  ,Thailand,13.6962,100.7622,69.63,2025-05-15
ALX279  ,Austria,48.8138,16.4718,226.87,2025-05-15
AAL195  ,United States,51.7063,-1.9579,234.33,2025-05-15
ISR728  ,Romania,45.5364,21.4245,247.06,2025-05-15
SWA1988 ,United States,43.0072,-87.894,111.03,2025-05-15
FIN08VD ,Spain,50.8918,3.4316,210.75,2025-05-15
IBS18YK ,Spain,34.4953,-6.5722,232.71,2025-05-15
DAL479  ,United States,43.1047,-72.556,243.75,2025-05-15
EJU3853 ,Austria,50.8849,4.5394,189.22,2025-05-15
DAL637  ,United States,40.9129,-74.1426,180.12,2025-05-15
GSEXX   ,United Kingdom,51.0712,0.7365,40.13,2025-05-15
CXA8720 ,China,21.9296,115.1139,235.83,2025-05-15
CXA8708 ,China,34.2069,133.2067,203.31,2025-05-15
GCLXB   ,United Kingdom,55.2095,-1.5035,92.09,2025-05-15
EUW9424 ,Sweden,58.7962,17.2865,138.84,2025-05-15
CES505  ,China,22.0328,114.1358,126.55,2025-05-15
EFY9010 ,Colombia,4.7707,-74.0706,88.67,2025-05-15
EFY9104 ,Colombia,4.6109,-74.4997,108.93,2025-05-15
N356DC  ,United States,27.4194,-79.531,215.44,2025-05-15
TCICG   ,Turkey,44.8807,21.638,227.94,2025-05-15
N4956V  ,United States,30.3556,-88.7889,50.29,2025-05-15
IFL511  ,United States,37.1592,-110.4739,240.56,2025-05-15
SWR569T ,Switzerland,44.2752,9.4144,232.96,2025-05-15
VIR5C   ,United Kingdom,50.6099,-4.329,244.91,2025-05-15
EXS3TH  ,United Kingdom,39.9125,2.2526,209.24,2025-05-15
AIQ4122 ,Thailand,11.9003,99.8915,239.57,2025-05-15
DAL1184 ,United States,35.433,-96.4032,229.98,2025-05-15
SWA1040 ,United States,28.0847,-82.9813,219.54,2025-05-15
FHARM   ,France,48.7308,2.1191,50.58,2025-05-15
N286SJ  ,United States,38.2581,-84.7303,208.66,2025-05-15
EJU13HE ,Austria,40.1581,14.0382,209.0,2025-05-15
,Thailand,17.5781,99.2393,207.38,2025-05-15
SKW4100 ,United States,31.7811,-101.4642,198.34,2025-05-15
SWR8QM  ,Switzerland,33.6828,-4.6073,236.35,2025-05-15
SWR32F  ,Switzerland,45.1956,3.7404,242.72,2025-05-15
SWR4PX  ,Switzerland,47.4028,8.0738,184.39,2025-05-15
DAL1547 ,United States,31.0807,-88.5535,247.28,2025-05-15
SWR9EB  ,Switzerland,44.747,7.893,235.58,2025-05-15
JST899  ,Australia,-34.5635,149.7921,214.95,2025-05-15
TAP668  ,Portugal,48.9936,1.2547,214.64,2025-05-15
AIQ3397 ,Thailand,14.9027,101.7023,224.66,2025-05-15
AIQ5420 ,Thailand,17.655,99.5138,225.66,2025-05-15
JST708  ,Australia,-38.8276,145.7998,219.73,2025-05-15
TAP552N ,Portugal,48.2044,11.6566,155.26,2025-05-15
TAP930  ,Portugal,47.6089,8.3623,115.38,2025-05-15
JST634  ,Australia,-37.3697,145.045,219.46,2025-05-15
VCG1PJ  ,United Kingdom,35.6336,-7.6596,212.72,2025-05-15
JST450  ,Australia,-35.4872,146.8456,225.48,2025-05-15
GBOIL   ,United Kingdom,53.6408,-2.413,58.14,2025-05-15
SKW5121 ,United States,44.0977,-90.4343,211.73,2025-05-15
JST824  ,Australia,-29.1775,153.1453,244.94,2025-05-15
JST266  ,Australia,-38.0693,174.9915,213.4,2025-05-15
JST799  ,Australia,-29.5429,151.6353,223.08,2025-05-15
SWR136G ,Switzerland,46.9774,10.7459,243.96,2025-05-15
AIQ3074 ,Thailand,10.4768,99.437,239.77,2025-05-15
TAP1860 ,Portugal,37.6713,-25.5064,143.98,2025-05-15
TAP432  ,Portugal,41.3612,-5.472,227.01,2025-05-15
DAL3105 ,United States,34.7202,-85.5099,259.83,2025-05-15
TAP103  ,Portugal,35.6531,-10.3144,240.56,2025-05-15
JBU264  ,United States,43.1853,-76.0001,228.52,2025-05-15
DLH3LA  ,Germany,52.1978,3.8438,229.65,2025-05-15
DLH02H  ,Germany,45.3512,-0.0582,236.8,2025-05-15
ENY4059 ,United States,32.4975,-92.3064,203.44,2025-05-15
DAL107  ,United States,51.6275,2.5211,258.29,2025-05-15
DLH5YY  ,Germany,47.4343,19.2617,0.06,2025-05-15
DLH9861 ,Germany,49.0926,11.2661,171.12,2025-05-15
TAP223  ,Portugal,39.5739,-12.4474,217.63,2025-05-15
N930MC  ,United States,41.649,-88.6349,124.0,2025-05-15
DAL2664 ,United States,38.822,-81.4111,244.8,2025-05-15
DLH55E  ,Germany,47.7815,12.2153,252.22,2025-05-15
DLH880  ,Germany,58.2872,21.4784,221.39,2025-05-15
AVJ880  ,Kyrgyzstan,55.8834,58.555,235.51,2025-05-15
DHK707  ,United Kingdom,43.1953,-78.2158,259.26,2025-05-15
EZY37GX ,United Kingdom,51.0758,-0.5556,87.04,2025-05-15
DAL2303 ,United States,43.2918,-78.6292,234.26,2025-05-15
DFIPS   ,Germany,52.6773,-3.3733,57.32,2025-05-15
UAL447  ,United States,35.1868,-81.6804,230.37,2025-05-15
DLH452  ,Germany,48.4399,11.6354,132.29,2025-05-15
BIO11   ,Denmark,44.8966,10.4056,77.9,2025-05-15
HNL03A  ,Kingdom of the Netherlands,53.4035,4.6407,80.85,2025-05-15
SWR80   ,Switzerland,51.1574,3.9425,247.59,2025-05-15
CXK1015 ,United States,33.9081,-85.37,43.02,2025-05-15
DLH480  ,Germany,51.7902,6.8768,239.62,2025-05-15
DLH410  ,Germany,49.1957,10.7308,185.35,2025-05-15
DAL264  ,United States,49.3144,0.6169,163.09,2025-05-15
SWR22D  ,Switzerland,49.1534,-1.2071,255.8,2025-05-15
DLH323  ,Germany,42.9333,12.5037,231.45,2025-05-15
SWR146  ,Switzerland,47.4114,9.8359,221.79,2025-05-15
AMX425  ,Mexico,25.7744,-80.7674,184.73,2025-05-15
JAL707  ,Japan,32.3033,136.9653,223.24,2025-05-15
VM767   ,United States,33.6344,30.2833,249.35,2025-05-15
DLH906  ,Germany,51.603,4.195,228.6,2025-05-15
DLH77Y  ,Germany,37.4355,-5.9515,104.34,2025-05-15
DLH1AC  ,Germany,54.5687,14.0968,253.21,2025-05-15
DLH9PK  ,Germany,59.5576,5.7911,148.72,2025-05-15
DAL1436 ,United States,44.0662,-88.2094,166.52,2025-05-15
DUKE24  ,United States,49.2004,8.7586,158.13,2025-05-15
RCH4162 ,United States,39.0119,-75.7928,128.71,2025-05-15
DLH7KK  ,Germany,55.2816,-2.4361,184.54,2025-05-15
DLH8U   ,Germany,51.4473,-0.3619,121.74,2025-05-15
JAL751  ,Japan,34.0827,132.7673,219.33,2025-05-15
DLH68H  ,Germany,41.4812,-6.4557,249.02,2025-05-15
DLH2KV  ,Germany,46.3963,11.7695,216.95,2025-05-15
AZU4716 ,Brazil,-22.599,-46.8403,195.44,2025-05-15
DLH6PU  ,Germany,50.5904,5.4724,218.88,2025-05-15
UAL1044 ,United States,35.8651,-78.8128,93.17,2025-05-15
JJP984  ,Japan,34.9268,132.1418,195.73,2025-05-15
DKTVS   ,Germany,50.6659,11.7655,31.58,2025-05-15
SWA1673 ,United States,39.771,-76.489,144.79,2025-05-15
WJA567  ,Canada,46.5841,-85.1452,223.48,2025-05-15
DAL2426 ,United States,40.9752,-74.0289,125.19,2025-05-15
UAL1041 ,United States,30.9791,-98.9239,209.08,2025-05-15
SWA1303 ,United States,35.938,-78.8417,175.28,2025-05-15
DLH453  ,Germany,52.5859,7.6374,279.87,2025-05-15
RPA4808 ,United States,41.5008,-81.2636,233.07,2025-05-15
PAL1868 ,Philippines,14.3308,120.6938,94.5,2025-05-15
JST570  ,Australia,-37.1601,145.0405,200.41,2025-05-15
AIC2726 ,India,28.1791,78.3166,167.85,2025-05-15
FFT2633 ,United States,37.1669,-79.854,231.52,2025-05-15
AAL756  ,United States,32.4338,-77.9986,242.06,2025-05-15
FDX1491 ,United States,43.3079,-71.9002,242.45,2025-05-15
EDV5373 ,United States,42.237,-83.3585,71.6,2025-05-15
DAL3181 ,United States,33.1951,-83.8261,146.96,2025-05-15
AIC2454 ,India,25.2563,76.8823,236.85,2025-05-15
SEJ131  ,India,10.1825,76.561,94.94,2025-05-15
NKS2689 ,United States,28.3823,-80.9575,209.43,2025-05-15
DAL1993 ,United States,21.4846,-70.1391,238.86,2025-05-15
KZP     ,Australia,-32.1233,115.8608,54.57,2025-05-15
UPS788  ,United States,30.4774,-97.5541,92.97,2025-05-15
ANA271  ,Japan,35.4756,139.7139,126.55,2025-05-15
DAL2631 ,United States,29.8794,-81.3585,196.76,2025-05-15
CEB149  ,Philippines,15.672,120.6179,123.7,2025-05-15
ANA222  ,Japan,44.7894,24.4299,267.03,2025-05-15
DLH7FF  ,Germany,50.6889,6.7263,224.66,2025-05-15
ANA699P ,Japan,35.0982,136.6107,216.95,2025-05-15
PAL528  ,Philippines,3.4294,104.3319,233.34,2025-05-15
JOLLY11 ,United States,46.0385,12.587,55.68,2025-05-15
TAP257N ,Portugal,39.9827,-11.9514,215.01,2025-05-15
SFJ53   ,Japan,34.661,133.0889,200.02,2025-05-15
PAL408  ,Philippines,34.5339,135.3632,78.64,2025-05-15
PAL501  ,Philippines,6.3252,112.3244,241.79,2025-05-15
FDY328  ,United States,39.5894,-77.1022,80.36,2025-05-15
MNE345  ,Montenegro,50.1687,14.1197,120.89,2025-05-15
APJ159  ,Japan,34.2387,131.313,193.91,2025-05-15
N38WB   ,United States,34.8478,-82.455,52.46,2025-05-15
AAL1254 ,United States,34.4942,-86.6083,220.33,2025-05-15
TAP7AB  ,Portugal,49.1756,8.7847,167.81,2025-05-15
ANA179  ,Japan,37.5118,-121.9392,225.61,2025-05-15
P0051   ,Zambia,-32.0368,19.6036,203.36,2025-05-15
TAP212  ,Portugal,41.016,-11.7091,250.04,2025-05-15
TRA894Q ,Kingdom of the Netherlands,51.5716,9.1956,211.21,2025-05-15
FFT2954 ,United States,32.1898,-81.887,214.65,2025-05-15
DMESC   ,Germany,48.0392,10.6435,50.66,2025-05-15
DLH8LN  ,Germany,52.065,9.7615,192.79,2025-05-15
DLH5MF  ,Germany,53.8967,-0.6551,220.39,2025-05-15
BRK97   ,Hungary,47.3059,17.1652,66.97,2025-05-15
EJU7931 ,Austria,49.9041,13.3933,197.9,2025-05-15
TOM8JB  ,United Kingdom,38.9199,-7.7401,227.01,2025-05-15
VOZ474  ,Australia,-27.7941,153.0515,193.45,2025-05-15
DLH9TK  ,Germany,49.4541,14.1558,249.56,2025-05-15
N3493R  ,United States,42.8057,-84.3752,41.38,2025-05-15
AMX694  ,Mexico,39.6083,-115.3637,220.15,2025-05-15
AZU2998 ,Brazil,-17.7549,-40.323,244.12,2025-05-15
DLH6AN  ,Germany,50.2148,11.7776,215.2,2025-05-15
UAL135  ,United States,53.6566,-4.0804,262.03,2025-05-15
DLH6CM  ,Germany,49.9748,8.3148,91.34,2025-05-15
EJU17AC ,Austria,33.2254,-15.9576,225.8,2025-05-15
HUF201  ,Hungary,44.2045,1.5913,221.44,2025-05-15
HUF207  ,Hungary,43.2066,0.0079,67.74,2025-05-15
NKS2311 ,United States,31.9217,-82.4372,204.89,2025-05-15
DLH954  ,Germany,51.6778,0.9919,226.92,2025-05-15
DLH9FW  ,Germany,52.431,11.5352,252.67,2025-05-15
DLH1UH  ,Germany,50.4579,10.2923,203.09,2025-05-15
EXS1PF  ,United Kingdom,36.6892,-4.5033,89.97,2025-05-15
DLH9MN  ,Germany,49.6102,12.6161,223.31,2025-05-15
DLH3TN  ,Germany,38.9462,21.6435,209.33,2025-05-15
NKS2639 ,United States,38.2547,-78.5769,227.12,2025-05-15
GGOMC   ,United Kingdom,53.8875,-1.8191,78.48,2025-05-15
GLRMJ   ,United Kingdom,50.42,2.0362,68.21,2025-05-15
TAM3855 ,Brazil,-21.9432,-42.2662,210.32,2025-05-15
BCS6717 ,Germany,50.0067,8.3717,80.15,2025-05-15
RSCU52  ,Australia,-35.1013,138.6844,56.65,2025-05-15
DAL150  ,United States,33.0407,-83.6647,190.24,2025-05-15
FDX6014 ,United States,61.2885,-149.2103,215.18,2025-05-15
DAL1062 ,United States,44.5207,-92.7075,196.81,2025-05-15
EXS73VE ,United Kingdom,38.5969,20.4418,212.01,2025-05-15
DLH447  ,Germany,50.0321,8.4762,65.93,2025-05-15
JBU126  ,United States,30.416,-82.6869,199.09,2025-05-15
JIA5309 ,United States,40.3244,-75.1062,206.77,2025-05-15
DLH764  ,Germany,47.9991,13.2101,238.44,2025-05-15
DLH2P   ,Germany,51.0795,11.3268,268.07,2025-05-15
DLH4C   ,Germany,50.6727,7.909,256.83,2025-05-15
UPS76   ,United States,43.0389,-70.3634,265.91,2025-05-15
TYSON44 ,United States,30.8091,-93.136,179.0,2025-05-15
RPA4537 ,United States,37.5309,-77.4812,206.65,2025-05-15
SPTUT   ,Poland,50.3172,22.1504,64.21,2025-05-15
GPJCS   ,United Kingdom,53.8206,1.0629,80.79,2025-05-15
MTN8387 ,United States,33.0921,-80.8573,107.23,2025-05-15
FDX1422 ,United States,34.5885,-101.7048,208.24,2025-05-15
DLH9918 ,Germany,49.9091,7.1875,82.26,2025-05-15
BAW749  ,United Kingdom,51.0541,0.2525,139.51,2025-05-15
TAP028  ,Portugal,35.6233,-11.7491,237.86,2025-05-15
DAL1697 ,United States,42.0685,-80.4089,242.4,2025-05-15
BAW904N ,United Kingdom,51.4218,0.064,181.19,2025-05-15
SHT3R   ,United Kingdom,51.4767,-0.6741,86.94,2025-05-15
VIR130C ,United Kingdom,51.8135,-0.8328,131.37,2025-05-15
BAW74E  ,United Kingdom,47.4427,3.3335,216.53,2025-05-15
WJA391  ,Canada,44.862,-63.7726,134.64,2025-05-15
DAL139  ,United States,50.7265,5.8641,231.88,2025-05-15
DLH5TR  ,Germany,49.5054,9.5191,237.79,2025-05-15
RPA3430 ,United States,39.6702,-80.0549,237.2,2025-05-15
N184QS  ,United States,39.6197,3.6199,260.95,2025-05-15
ACA181  ,Canada,44.2515,-79.9057,204.53,2025-05-15
ACA851  ,Canada,55.614,-10.7748,274.46,2025-05-15
ACA91   ,Canada,43.5691,-79.5078,125.56,2025-05-15
NIVAL02 ,Spain,36.1349,-6.4449,63.76,2025-05-15
GECHL   ,United Kingdom,51.66,-0.9594,77.73,2025-05-15
DLH1YX  ,Germany,48.6737,12.3173,203.24,2025-05-15
LBT204  ,Tunisia,51.1469,6.4635,102.69,2025-05-15
LBT555  ,Tunisia,34.787,11.5528,174.14,2025-05-15
LBT641  ,Tunisia,40.7772,25.8166,167.82,2025-05-15
JBU1179 ,United States,39.0148,-74.409,234.4,2025-05-15
DLH6PJ  ,Germany,50.02,16.0113,242.54,2025-05-15
DLH8RK  ,Germany,44.7826,14.5183,222.59,2025-05-15
BXR494  ,United States,37.7271,-122.2117,16.82,2025-05-15
AAL387  ,United States,38.5989,-82.988,251.05,2025-05-15
VOZ884  ,Australia,-37.4423,144.9873,138.96,2025-05-15
LBT7433 ,Tunisia,47.1432,15.4109,231.69,2025-05-15
TVF99VG ,France,38.2856,22.8442,193.89,2025-05-15
TVF55PN ,France,42.0183,12.9768,226.04,2025-05-15
TVF48TJ ,France,37.2472,29.2723,174.81,2025-05-15
TVF22FR ,France,37.6653,-5.5083,146.62,2025-05-15
AVA110  ,United States,-30.6769,-56.7058,230.26,2025-05-15
VOZ9486 ,Australia,-31.6556,116.1408,127.32,2025-05-15
TVF46UH ,France,46.5943,3.0669,196.91,2025-05-15
AEE4371 ,Greece,43.3833,19.1575,245.91,2025-05-15
SVA123  ,Saudi Arabia,48.0143,6.1533,247.33,2025-05-15
DHBAL   ,Germany,50.6737,6.3468,41.63,2025-05-15
NSZ5071 ,Norway,43.0125,-1.4994,238.22,2025-05-15
N111LJ  ,United States,38.0971,-81.6708,203.93,2025-05-15
TVF55TN ,France,40.507,22.0529,228.35,2025-05-15
TVF41UB ,France,42.5175,26.5308,192.13,2025-05-15
TVF4010 ,France,43.0132,7.1129,227.21,2025-05-15
TVF81VD ,France,41.1118,-9.3757,228.63,2025-05-15
TVF47FM ,France,43.4479,-1.7617,223.65,2025-05-15
CFG6PM  ,Germany,49.8969,7.9959,103.22,2025-05-15
DAL1357 ,United States,42.9494,-86.0565,212.51,2025-05-15
AEE433  ,Greece,46.1378,14.3073,239.04,2025-05-15
AEE2WD  ,Greece,51.9,13.5864,221.87,2025-05-15
AFR1225 ,France,46.7832,-1.7987,223.03,2025-05-15
DLH2H   ,Germany,50.0239,8.5191,67.56,2025-05-15
FDX4293 ,Spain,36.6732,27.1782,282.24,2025-05-15
PEV540  ,Germany,43.6389,15.2059,237.97,2025-05-15
AZU4987 ,Brazil,-6.8559,-37.922,251.02,2025-05-15
FDX15   ,United States,40.4177,-100.9451,219.34,2025-05-15
N847FE  ,United States,32.019,-101.9397,89.18,2025-05-15
GLO9600 ,Brazil,-20.1977,-47.7307,241.69,2025-05-15
DAH2056 ,United Kingdom,43.9747,0.3515,237.43,2025-05-15
AFR24FD ,France,51.927,11.4022,223.36,2025-05-15
AFR64LP ,France,49.962,5.8198,255.67,2025-05-15
FDX9738 ,United States,48.1203,-99.2554,240.23,2025-05-15
RPA4549 ,United States,38.245,-80.2796,249.44,2025-05-15
VALOR19 ,United States,49.4374,7.6086,89.94,2025-05-15
ABX552  ,United States,40.953,-74.473,211.49,2025-05-15
AFR58XB ,France,46.3667,7.1756,230.42,2025-05-15
UAL1138 ,United States,24.9148,-102.588,237.16,2025-05-15
AFR16NP ,France,47.5316,7.6934,215.16,2025-05-15
AAL2256 ,United States,30.8816,-86.823,203.69,2025-05-15
AFR84MT ,France,56.2008,4.6652,243.97,2025-05-15
AFR1555 ,France,48.681,1.5843,138.04,2025-05-15
DLH408  ,Germany,52.8592,-10.9775,254.54,2025-05-15
GLH2    ,United States,37.9039,22.9719,234.49,2025-05-15
DAH1112 ,Algeria,45.7702,4.4716,231.12,2025-05-15
ATX172  ,Philippines,13.7423,120.7016,112.97,2025-05-15
SWG5411 ,Canada,43.4592,-79.5474,139.65,2025-05-15
DLH1CN  ,Germany,49.9668,8.2054,90.68,2025-05-15
DLH582  ,Germany,38.3511,24.1681,258.47,2025-05-15
DLH93A  ,Germany,42.6075,4.3573,229.63,2025-05-15
N111XT  ,United States,38.7118,-90.5051,49.54,2025-05-15
DLH4JV  ,Germany,51.4259,5.9676,234.33,2025-05-15
DOC     ,Norway,59.8837,11.0696,51.4,2025-05-15
DLH1JP  ,Germany,37.739,23.9245,174.48,2025-05-15
DLH5YP  ,Germany,55.0673,1.9136,225.12,2025-05-15
DAH8005 ,Algeria,36.1723,10.4167,232.53,2025-05-15
DLH827  ,Germany,54.711,11.586,275.66,2025-05-15
GLO1747 ,Brazil,-15.9694,-48.3005,100.06,2025-05-15
DLH568  ,Germany,43.7216,8.7005,236.31,2025-05-15
DLH1292 ,Germany,45.9897,18.7801,247.98,2025-05-15
DLH1768 ,Germany,35.0293,33.1571,197.72,2025-05-15
DAH1076 ,Algeria,41.073,0.7174,237.69,2025-05-15
DAH1427 ,Algeria,37.9426,6.2887,233.19,2025-05-15
DAH2018 ,Algeria,41.312,2.1221,71.83,2025-05-15
DAH1086 ,Algeria,46.2746,0.8392,230.05,2025-05-15
N6MT    ,United States,33.249,-111.9581,37.26,2025-05-15
DAH1061 ,Algeria,48.7269,2.4002,78.24,2025-05-15
N7027U  ,United States,42.6573,-71.2037,38.28,2025-05-15
AAL575  ,United States,33.9259,-93.0087,266.61,2025-05-15
AAL2742 ,United States,38.5446,-86.8124,269.04,2025-05-15
SKW3916 ,United States,42.4764,-78.9256,194.14,2025-05-15
SVA1564 ,Saudi Arabia,27.2311,47.0113,251.92,2025-05-15
TAM3340 ,Brazil,-22.7236,-43.3982,85.18,2025-05-15
DAH1151 ,Algeria,40.5345,6.136,223.52,2025-05-15
LBT511  ,Tunisia,44.8892,4.9705,230.18,2025-05-15
SWA1972 ,United States,39.5651,-83.7715,222.88,2025-05-15
DAH1010 ,Algeria,48.3046,3.0323,148.73,2025-05-15
N88SN   ,United States,54.6068,9.1444,108.07,2025-05-15
UAL2174 ,United States,31.3563,-96.4143,211.02,2025-05-15
LBT7488 ,Tunisia,39.7175,12.6153,248.35,2025-05-15
KNE285  ,Saudi Arabia,29.6296,32.0953,173.4,2025-05-15
,Algeria,36.548,2.035,138.35,2025-05-15
DTH2111 ,Algeria,36.7757,4.8945,215.38,2025-05-15
SYERSTON,United Kingdom,53.0292,-0.9079,31.09,2025-05-15
TAM8032 ,Brazil,-24.0667,-46.9776,212.52,2025-05-15
HYS225  ,Romania,48.2989,20.8747,205.87,2025-05-15
FHANN   ,France,41.5129,3.0611,126.27,2025-05-15
DLH416  ,Germany,54.5726,-12.876,255.36,2025-05-15
UPS892  ,United States,38.0491,-107.6289,215.04,2025-05-15
N257K   ,United States,37.9273,-84.0648,152.91,2025-05-15
CHC16D  ,China,22.7339,114.5132,76.97,2025-05-15
DWW919  ,Germany,48.9258,3.1135,144.99,2025-05-15
DECDX   ,Germany,51.2013,8.5244,91.27,2025-05-15
FDX1742 ,United States,35.0051,-114.9748,217.9,2025-05-15
DAL473  ,United States,42.5612,-71.6594,172.65,2025-05-15
N811VM  ,United States,43.8164,-85.1629,138.4,2025-05-15
HERC1021,Bangladesh,22.221,91.7942,82.25,2025-05-15
        ,Bangladesh,23.1869,89.1577,29.25,2025-05-15
